                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     301                                      781                  1.6686570276016913E-001                 -1.5562012605639712E+000                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999995814E-001                  9.9999999999942668E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999995814E-001                  9.9999999999942668E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7388870194519487E+001                 -1.0159576442003910E+001                 -2.3330796257870783E+000                 -2.3330796193113663E+000                 -1.7389021907188102E+001                 -2.0845708512328152E+001                 -1.0159576442003910E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0193846068507084E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1138148724363877E+000                  9.8194513767128377E-001                 -2.2133983395845074E+000                  8.9333533803976355E+000                  8.0970273838117715E-010                  8.1062283897328022E+000                  8.1065408959922074E+000                  2.5469365219761062E+001                  8.1065408959922074E+000                  8.1062283897328022E+000                  1.7919967217659516E+000                  4.9910555849743798E-001                  1.6968946777120941E+001                  7.5398426530487372E-048                  2.2570228528060322E-026                  9.1765371744861074E-002                  5.0125262248129687E-001                  3.9509013693961537E-001                  5.7514645460854763E-001                  3.2333416602365724E-029                  1.4132840541253281E-007                                        0                                        0                                        6 
                                     310                                     1793                  8.6032406423228835E-001                 -8.4357004613534792E-001                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942124E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942124E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7418941361417087E+001                 -1.0159666369117129E+001                 -2.3345549224153910E+000                 -2.3345549159189889E+000                 -1.7419102129384576E+001                 -2.0850606532991616E+001                 -1.0159666369117129E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442245E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1139011031298445E+000                  9.8232893526908671E-001                 -2.2133789021725194E+000                  8.9333145055736605E+000                 -3.6171814429209917E-012                  8.1062223970908196E+000                  8.1065369188780458E+000                  2.5469359764901025E+001                  8.1065369188780458E+000                  8.1062223970908196E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  7.5399372777786349E-048                  2.2599971310603397E-026                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967340E-001                  5.7514669384128458E-001                  3.2321466353909018E-029                  1.4132829215528785E-007                                        0                                        0                                        6 
                                     320                                     1769                  5.3260682353833291E+000                 -5.1757585659099860E-002                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942113E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942113E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7424206001913348E+001                 -1.0160174524895169E+001                 -2.3350075690707315E+000                 -2.3350075625751598E+000                 -1.7424362752785136E+001                 -2.0866858721396994E+001                 -1.0160174524895169E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442247E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1138782504286313E+000                  9.8223195878000846E-001                 -2.2133816850146326E+000                  8.9333200712578869E+000                 -6.4692047076837157E-012                  8.1061994358432425E+000                  8.1065414705916954E+000                  2.5469365890261702E+001                  8.1065414705916954E+000                  8.1061994358432425E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  7.5402215032020755E-048                  2.2773890555512318E-026                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967340E-001                  5.7514669384128458E-001                  3.2247312640496587E-029                  1.4132756336400310E-007                                        0                                        0                                        6 
                                     330                                     1768                  3.2976779073019721E+001                  7.4005487481714827E-001                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942102E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942102E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7455803040315153E+001                 -1.0161249661478925E+001                 -2.3372270923165992E+000                 -2.3372270858038888E+000                 -1.7455948172612910E+001                 -2.0931895844607855E+001                 -1.0161249661478925E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442247E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1138365401827306E+000                  9.8203407081279681E-001                 -2.2133972085064362E+000                  8.9333511182414949E+000                 -6.2423235525427617E-012                  8.1060575586673256E+000                  8.1065696056496694E+000                  2.5469403752655520E+001                  8.1065696056496694E+000                  8.1060575586673256E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  7.5419905452203503E-048                  2.3371741634258044E-026                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967340E-001                  5.7514669384128458E-001                  3.1858110110823105E-029                  1.4132306575121753E-007                                        0                                        0                                        6 
                                     340                                     1766                  2.0418269247166336E+002                  1.5318673352933965E+000                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942024E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999942024E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7626717463454558E+001                 -1.0167868405064986E+001                 -2.3507543260732571E+000                 -2.3507543194561182E+000                 -1.7626868646230726E+001                 -2.1085075047927607E+001                 -1.0167868405064986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442247E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1136006100259310E+000                  9.8090053996803261E-001                 -2.2134921136152199E+000                  8.9335409284590614E+000                 -6.1815296056256949E-012                  8.1051896509476293E+000                  8.1067410530698503E+000                  2.5469634466604884E+001                  8.1067410530698503E+000                  8.1051896509476293E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  7.5529202171869904E-048                  2.2849451222114395E-026                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967340E-001                  5.7514669384128458E-001                  3.0410147087236258E-029                  1.4129576226093433E-007                                        0                                        0                                        6 
                                     350                                     1757                  1.2642445821923050E+003                  2.3236797957696442E+000                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999941414E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999995948E-001                  9.9999999999941414E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8268969975845717E+001                 -1.0211974165189586E+001                 -2.4285652957965778E+000                 -2.4285652886454350E+000                 -1.8269397461079532E+001                 -2.1276046894295181E+001                 -1.0211974165189586E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442245E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1118218890842124E+000                  9.7267820695490592E-001                 -2.2140458382383468E+000                  8.9346483777053152E+000                 -5.5949888314206958E-012                  8.1002045533031310E+000                  8.1077068602239937E+000                  2.5470933891419204E+001                  8.1077068602239937E+000                  8.1002045533031310E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  7.6155263785191978E-048                  1.7068598498778005E-026                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967340E-001                  5.7514669384128458E-001                  2.7137867487448828E-029                  1.4114500529572777E-007                                        0                                        0                                        5 
                                     360                                     1731                  7.8278683947737709E+003                  3.1154922562458927E+000                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999995637E-001                  9.9999999999935962E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999995637E-001                  9.9999999999935962E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9519900496095453E+001                 -1.0591249565272033E+001                 -2.8304873682430620E+000                 -2.8304873607091228E+000                 -1.9523048252965278E+001                 -2.1661256554780564E+001                 -1.0591249565272033E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442234E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0968980080741320E+000                  9.0773256457086526E-001                 -2.2166708974102054E+000                  8.9398984960490324E+000                 -3.9736429358959353E-012                  8.0785872586892733E+000                  8.1115432327976880E+000                  2.5476090925337772E+001                  8.1115432327976880E+000                  8.0785872586892733E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  7.8817011950632696E-048                  4.7810092564601366E-027                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967340E-001                  5.7514669384128458E-001                  2.2726132514966350E-029                  1.4061660875043297E-007                                        0                                        0                                        5 
                                     370                                     1625                  4.1510940023176554E+004                  3.6993869271992001E+000                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999992262E-001                  9.9999999999879785E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999992262E-001                  9.9999999999879785E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.0797609472249974E+001                 -1.3404459256421951E+001                 -4.7271632812105455E+000                 -4.7271632802975088E+000                 -2.0801567471156339E+001                 -2.2839895610145454E+001                 -1.3404459256421951E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442227E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9974026061826331E+000                  4.9542098678953456E-001                 -2.2238358825178728E+000                  8.9542284662643681E+000                 -1.9054417558639789E-012                  8.0330978208891235E+000                  8.1178132151865015E+000                  2.5484493942222191E+001                  8.1178132151865015E+000                  8.0330978208891235E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  8.4150397758016542E-048                  3.1943526218896097E-028                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967340E-001                  5.7514669384128458E-001                  1.9788966633922670E-029                  1.4029605105492085E-007                                        0                                        0                                        5 
                                     380                                     1597                  1.1045948793858265E+005                  3.9354353535011413E+000                  1.1712978546040329E+000                  3.3367345798375680E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999999982292E-001                  9.9999999999755729E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999982292E-001                  9.9999999999755729E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.2050048922639082E+001                 -1.8659486801572584E+001                 -7.3961284896198167E+000                 -7.3961284896174480E+000                 -2.2056756760856175E+001                 -2.3864600256645765E+001                 -1.8659486801572584E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  1.1712978546040329E+000                  1.0191441290442238E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8681692543657196E+000                 -3.2644626380798382E-002                 -2.2294019854692118E+000                  8.9653606721670442E+000                 -8.1451181241227813E-013                  7.9985388850355124E+000                  8.1213149327567908E+000                  2.5489165977774906E+001                  8.1213149327567908E+000                  7.9985388850355124E+000                  1.7919967217659525E+000                  4.9910555849743782E-001                  1.6968946777120941E+001                  8.7948095668604666E-048                  4.0068106564108148E-029                  9.1765371744861060E-002                  5.0125262248129676E-001                  3.9508997755967362E-001                  5.7514669384128425E-001                  1.9260978026823962E-029                  1.4029152560991988E-007                                        0                                        0                                        5 
