# datafile= rawdata_47.dat DM606= 13.30 E(606-814)=0.045 compfile= 47tuc_comp.dat
#  F606mF814    F814       F606     comp     cumweight      pos
    0.5485    26.3460    26.8945    88.6717   521.8735        486
    0.5136    26.3461    26.8597    88.6712   523.0013        487
    0.4787    26.3498    26.8285    88.6604   524.1292        488
    0.1128    26.3509    26.4637    88.6571   525.2571        489
    0.4113    26.3512    26.7625    88.6563   526.3851        490
    0.4173    26.3521    26.7694    88.6535   527.5131        491
    0.7158    26.3524    27.0682    88.6527   528.6411        492
    0.6267    26.3546    26.9813    88.6461   529.7691        493
    0.5533    26.3550    26.9084    88.6447   530.8972        494
    1.2152    26.3566    27.5719    88.6401   532.0254        495
    0.5642    26.3790    26.9431    88.5738   533.1544        496
    0.4944    26.3793    26.8736    88.5728   534.2834        497
    1.3019    26.3811    27.6830    88.5673   535.4125        498
    0.5064    26.3916    26.8979    88.4675   536.5429        499
   -0.0268    26.3967    26.3699    88.4130   537.6739        500
    0.5630    26.4045    26.9674    88.3302   538.8060        501
    0.5690    26.4054    26.9744    88.3203   539.9383        502
    1.0564    26.4113    27.4677    88.2579   541.0713        503
    0.4823    26.4122    26.8945    88.2485   542.2045        504
    0.5726    26.4122    26.9848    88.2479   543.3377        505
    0.9565    26.4139    27.3704    88.2300   544.4711        506
    0.5064    26.4159    26.9223    88.2089   545.6047        507
    0.5329    26.4207    26.9535    88.1581   546.7391        508
    0.5485    26.4259    26.9744    88.1028   547.8741        509
   -0.0352    26.4260    26.3908    88.1018   549.0091        510
    1.3404    26.4260    27.7664    88.1014   550.1442        511
    0.6496    26.4290    27.0786    88.0696   551.2797        512
    0.5497    26.4316    26.9813    88.0417   552.4155        513
    0.5341    26.4334    26.9674    88.0231   553.5516        514
    0.5930    26.4334    27.0265    88.0222   554.6876        515
    0.6436    26.4350    27.0786    88.0056   555.8239        516
    0.8867    26.4385    27.3252    87.9680   556.9607        517
    0.5365    26.4414    26.9778    87.9379   558.0979        518
    0.5317    26.4427    26.9744    87.9237   559.2352        519
    0.3704    26.4477    26.8180    87.8711   560.3732        520
    0.5016    26.4485    26.9501    87.8623   561.5114        521
    0.5425    26.4492    26.9917    87.8542   562.6496        522
    0.4763    26.4494    26.9257    87.8522   563.7879        523
    0.5630    26.4496    27.0126    87.8501   564.9262        524
    0.5593    26.4498    27.0091    87.8486   566.0645        525
    0.5232    26.4546    26.9778    87.7972   567.2035        526
    0.4944    26.4592    26.9535    87.7486   568.3431        527
    0.4245    26.4595    26.8841    87.7452   569.4828        528
    0.5593    26.4602    27.0195    87.7378   570.6226        529
    0.5630    26.4670    27.0300    87.6654   571.7633        530
    0.5100    26.4713    26.9813    87.6195   572.9046        531
    0.5377    26.4749    27.0126    87.5814   574.0464        532
    0.5305    26.4752    27.0056    87.5785   575.1882        533
    0.4919    26.4755    26.9674    87.5753   576.3301        534
    0.4233    26.4816    26.9049    87.5108   577.4728        535
    0.5906    26.4845    27.0751    87.4796   578.6159        536
    0.5617    26.4890    27.0508    87.4311   579.7597        537
    0.6171    26.4962    27.1133    87.3548   580.9044        538
    0.7892    26.4978    27.2870    87.3379   582.0494        539
    0.5798    26.4988    27.0786    87.3275   583.1945        540
    0.5293    26.5007    27.0300    87.3072   584.3399        541
    0.4907    26.5045    26.9952    87.2671   585.4858        542
    0.4895    26.5057    26.9952    87.2543   586.6319        543
    0.5184    26.5081    27.0265    87.2290   587.7783        544
    0.6051    26.5117    27.1168    87.1900   588.9252        545
    0.5244    26.5125    27.0369    87.1821   590.0722        546
    0.6352    26.5164    27.1515    87.1405   591.2198        547
    0.5918    26.5180    27.1099    87.1231   592.3676        548
    0.5473    26.5243    27.0716    87.0608   593.5162        549
    0.5714    26.5246    27.0960    87.0604   594.6649        550
    0.4763    26.5259    27.0022    87.0583   595.8135        551
    0.5293    26.5320    27.0612    87.0487   596.9623        552
    0.6773    26.5368    27.2141    87.0410   598.1112        553
    0.5894    26.5378    27.1272    87.0394   599.2601        554
    0.5654    26.5410    27.1064    87.0343   600.4091        555
    0.5786    26.5417    27.1203    87.0332   601.5580        556
    0.5329    26.5423    27.0751    87.0323   602.7070        557
    0.7447    26.5458    27.2905    87.0267   603.8561        558
    0.4354    26.5459    26.9813    87.0264   605.0052        559
    0.5533    26.5496    27.1029    87.0207   606.1543        560
    0.4763    26.5502    27.0265    87.0197   607.3035        561
    0.5870    26.5506    27.1376    87.0190   608.4527        562
    1.1021    26.5531    27.6552    87.0150   609.6019        563
    1.2778    26.5581    27.8359    87.0072   610.7512        564
    0.5954    26.5596    27.1550    87.0048   611.9006        565
    0.5389    26.5605    27.0994    87.0032   613.0500        566
    0.5076    26.5606    27.0682    87.0032   614.1994        567
    0.4835    26.5638    27.0473    86.9981   615.3488        568
    0.5630    26.5643    27.1272    86.9973   616.4983        569
    0.6460    26.5646    27.2106    86.9968   617.6477        570
    0.5774    26.5672    27.1446    86.9927   618.7973        571
    0.7820    26.5676    27.3495    86.9921   619.9468        572
    0.5521    26.5682    27.1203    86.9912   621.0963        573
    0.5088    26.5698    27.0786    86.9885   622.2459        574
    0.6087    26.5706    27.1793    86.9872   623.3955        575
    0.5485    26.5787    27.1272    86.9744   624.5453        576
    0.6424    26.5856    27.2280    86.9635   625.6952        577
    0.6231    26.5944    27.2175    86.9494   626.8453        578
    0.5485    26.5961    27.1446    86.9468   627.9954        579
    1.4042    26.5984    28.0026    86.9430   629.1456        580
    0.6303    26.6011    27.2314    86.9388   630.2958        581
    0.5678    26.6011    27.1689    86.9387   631.4461        582
    0.5497    26.6018    27.1515    86.9377   632.5963        583
    0.6568    26.6024    27.2592    86.9367   633.7466        584
    0.4679    26.6072    27.0751    86.9291   634.8969        585
    0.5593    26.6130    27.1724    86.9198   636.0474        586
    0.4619    26.6237    27.0855    86.9029   637.1981        587
    0.7856    26.6334    27.4190    86.8875   638.3490        588
    0.5100    26.6346    27.1446    86.8856   639.5000        589
    0.6183    26.6374    27.2558    86.8811   640.6510        590
    1.3188    26.6387    27.9575    86.8790   641.8020        591
    0.6749    26.6399    27.3148    86.8771   642.9531        592
    1.1117    26.6408    27.7525    86.8758   644.1041        593
    0.5365    26.6429    27.1793    86.8725   645.2552        594
    0.5293    26.6431    27.1724    86.8720   646.4064        595
    1.0010    26.6438    27.6448    86.8710   647.5575        596
    0.4294    26.6458    27.0751    86.8679   648.7087        597
    0.6364    26.6507    27.2870    86.8601   649.8599        598
    0.7122    26.6547    27.3669    86.8536   651.0113        599
    0.6977    26.6622    27.3600    86.8354   652.1629        600
    0.4751    26.6625    27.1376    86.8341   653.3145        601
    0.5942    26.6650    27.2592    86.8245   654.4663        602
    0.6665    26.6657    27.3322    86.8216   655.6181        603
    0.6845    26.6720    27.3565    86.7969   656.7702        604
    0.7050    26.6724    27.3773    86.7954   657.9223        605
    0.5858    26.6769    27.2627    86.7776   659.0747        606
    0.5858    26.6769    27.2627    86.7776   660.2270        607
    0.6436    26.6782    27.3218    86.7726   661.3795        608
    0.7050    26.6793    27.3843    86.7680   662.5320        609
    0.6412    26.6841    27.3252    86.7494   663.6847        610
    0.7158    26.6859    27.4017    86.7423   664.8376        611
    0.6352    26.6866    27.3218    86.7394   665.9904        612
    0.5738    26.6889    27.2627    86.7303   667.1434        613
    0.5617    26.6905    27.2523    86.7239   668.2965        614
    0.6749    26.6920    27.3669    86.7180   669.4497        615
    0.5774    26.6923    27.2696    86.7171   670.6029        616
    0.3078    26.6944    27.0022    86.7088   671.7562        617
    0.2103    26.6946    26.9049    86.7080   672.9095        618
    0.4546    26.6969    27.1515    86.6988   674.0629        619
    0.5581    26.6976    27.2558    86.6960   675.2163        620
    0.6472    26.7058    27.3530    86.6637   676.3702        621
    1.2477    26.7063    27.9540    86.6620   677.5241        622
    0.6628    26.7075    27.3704    86.6569   678.6781        623
    0.8674    26.7079    27.5753    86.6555   679.8321        624
    0.4173    26.7099    27.1272    86.6477   680.9862        625
    0.5557    26.7139    27.2696    86.6318   682.1405        626
    0.8831    26.7166    27.5997    86.6213   683.2950        627
    0.6640    26.7168    27.3808    86.6206   684.4494        628
    0.6833    26.7288    27.4121    86.5733   685.6045        629
    0.6436    26.7303    27.3739    86.5674   686.7597        630
    0.5569    26.7440    27.3009    86.5134   687.9156        631
    0.5786    26.7466    27.3252    86.5030   689.0716        632
    0.6652    26.7468    27.4121    86.5022   690.2276        633
    0.6580    26.7471    27.4051    86.5011   691.3837        634
    0.4847    26.7502    27.2349    86.4890   692.5399        635
    0.5100    26.7527    27.2627    86.4791   693.6963        636
    0.7387    26.7533    27.4920    86.4767   694.8526        637
    0.5798    26.7559    27.3357    86.4667   696.0092        638
    0.8674    26.7565    27.6240    86.4639   697.1657        639
    0.6508    26.7578    27.4086    86.4590   698.3223        640
    0.6749    26.7615    27.4364    86.4444   699.4791        641
    0.7182    26.7634    27.4816    86.4371   700.6360        642
    0.8783    26.7666    27.6448    86.4245   701.7931        643
    0.8217    26.7675    27.5892    86.4206   702.9503        644
    1.3669    26.7677    28.1346    86.4198   704.1074        645
    0.5906    26.7693    27.3600    86.4136   705.2646        646
    0.6075    26.7768    27.3843    86.3842   706.4222        647
    0.6725    26.7813    27.4538    86.3665   707.5801        648
    0.7964    26.7824    27.5788    86.3622   708.7380        649
    0.7675    26.7870    27.5545    86.3442   709.8962        650
    0.6773    26.7938    27.4711    86.3170   711.0547        651
    0.7038    26.7952    27.4989    86.3119   712.2133        652
    0.6039    26.7978    27.4017    86.3015   713.3720        653
    0.7086    26.8008    27.5093    86.2710   714.5311        654
    0.7615    26.8034    27.5649    86.2422   715.6907        655
    0.6845    26.8144    27.4989    86.1213   716.8518        656
    0.6267    26.8166    27.4433    86.0973   718.0133        657
    0.7254    26.8187    27.5441    86.0748   719.1751        658
    0.6869    26.8190    27.5059    86.0715   720.3369        659
    0.7146    26.8191    27.5337    86.0703   721.4987        660
    0.6881    26.8212    27.5093    86.0466   722.6609        661
    0.4125    26.8224    27.2349    86.0338   723.8232        662
    0.7387    26.8228    27.5615    86.0295   724.9856        663
    0.7868    26.8233    27.6101    86.0241   726.1481        664
    0.7760    26.8272    27.6031    85.9815   727.3111        665
    0.8903    26.8275    27.7178    85.9782   728.4742        666
    0.5148    26.8347    27.3495    85.8985   729.6384        667
    0.6520    26.8365    27.4885    85.8793   730.8028        668
    0.7627    26.8369    27.5997    85.8744   731.9673        669
    0.5341    26.8398    27.3739    85.8430   733.1322        670
    1.4921    26.8406    28.3326    85.8343   734.2973        671
    0.5894    26.8435    27.4329    85.8025   735.4627        672
    0.6857    26.8445    27.5302    85.7917   736.6283        673
    1.1045    26.8460    27.9505    85.7750   737.7942        674
    1.4704    26.8484    28.3188    85.7491   738.9604        675
    0.5834    26.8530    27.4364    85.6984   740.1273        676
    0.7531    26.8535    27.6066    85.6927   741.2942        677
    0.7856    26.8558    27.6414    85.6681   742.4615        678
    0.7230    26.8558    27.5788    85.6675   743.6288        679
    0.6857    26.8584    27.5441    85.6393   744.7965        680
    0.5256    26.8586    27.3843    85.6363   745.9642        681
    0.7098    26.8621    27.5719    85.5985   747.1325        682
    0.6568    26.8629    27.5198    85.5892   748.3008        683
    0.7206    26.8652    27.5858    85.5649   749.4696        684
    1.3753    26.8670    28.2423    85.5446   750.6385        685
    0.6592    26.8675    27.5267    85.5394   751.8076        686
    0.6412    26.8682    27.5093    85.5319   752.9767        687
    0.8024    26.8702    27.6726    85.5100   754.1462        688
    0.6075    26.8706    27.4781    85.5052   755.3157        689
    0.7772    26.8711    27.6483    85.4995   756.4853        690
    0.6556    26.8746    27.5302    85.4617   757.6554        691
    0.7134    26.8759    27.5892    85.4476   758.8257        692
    0.7700    26.8818    27.6518    85.3822   759.9969        693
    0.7194    26.8837    27.6031    85.3612   761.1684        694
    0.6785    26.8934    27.5719    85.2554   762.3414        695
    0.7639    26.8948    27.6587    85.2401   763.5145        696
    0.7266    26.8974    27.6240    85.2119   764.6881        697
    0.6568    26.8977    27.5545    85.2083   765.8617        698
    1.0179    26.8979    27.9158    85.2058   767.0353        699
    0.7952    26.9017    27.6969    85.1642   768.2095        700
    0.7170    26.9070    27.6240    85.1063   769.3845        701
    0.7038    26.9098    27.6136    85.0754   770.5599        702
    0.8807    26.9101    27.7907    85.0726   771.7354        703
    0.5870    26.9119    27.4989    85.0523   772.9111        704
    1.4343    26.9123    28.3465    85.0485   774.0869        705
    1.1178    26.9127    28.0304    85.0441   775.2628        706
    0.5557    26.9189    27.4746    84.9759   776.4396        707
    0.7483    26.9209    27.6691    84.9542   777.6167        708
    0.8698    26.9278    27.7977    84.8777   778.7949        709
    0.7820    26.9323    27.7143    84.8285   779.9737        710
    0.8963    26.9326    27.8289    84.8252   781.1526        711
    0.7363    26.9329    27.6691    84.8222   782.3316        712
    0.7338    26.9388    27.6726    84.7562   783.5114        713
    0.6677    26.9390    27.6066    84.7540   784.6913        714
    0.7230    26.9392    27.6622    84.7514   785.8712        715
    0.7784    26.9394    27.7178    84.7488   787.0512        716
    0.7724    26.9419    27.7143    84.7192   788.2315        717
    1.2634    26.9442    28.2076    84.6930   789.4123        718
    0.4775    26.9450    27.4225    84.6837   790.5931        719
    0.7820    26.9462    27.7282    84.6696   791.7742        720
    0.8578    26.9503    27.8081    84.6221   792.9559        721
    0.7423    26.9512    27.6935    84.6117   794.1378        722
    0.6364    26.9529    27.5892    84.5920   795.3200        723
    0.7784    26.9533    27.7317    84.5871   796.5022        724
    0.6111    26.9538    27.5649    84.5808   797.6845        725
    1.3789    26.9572    28.3361    84.5417   798.8673        726
    0.7242    26.9588    27.6830    84.5229   800.0504        727
    0.8458    26.9588    27.8046    84.5225   801.2335        728
    0.9950    26.9590    27.9540    84.5209   802.4167        729
    0.7627    26.9620    27.7247    84.4859   803.6003        730
    0.7254    26.9680    27.6935    84.4156   804.7849        731
    1.0889    26.9693    28.0582    84.4005   805.9698        732
    0.8626    26.9698    27.8324    84.3952   807.1547        733
    0.7700    26.9721    27.7421    84.3678   808.3399        734
    0.8386    26.9730    27.8116    84.3576   809.5254        735
    0.6677    26.9737    27.6414    84.3497   810.7109        736
    0.7531    26.9751    27.7282    84.3335   811.8967        737
    0.7772    26.9753    27.7525    84.3306   813.0825        738
    0.7712    26.9779    27.7490    84.3010   814.2687        739
    0.6941    26.9785    27.6726    84.2940   815.4550        740
    0.6893    26.9798    27.6691    84.2784   816.6416        741
    0.6881    26.9810    27.6691    84.2644   817.8283        742
    0.7603    26.9818    27.7421    84.2558   819.0152        743
    0.6905    26.9821    27.6726    84.2520   820.2021        744
    0.7928    26.9840    27.7768    84.2297   821.3893        745
    0.9240    26.9848    27.9088    84.2201   822.5767        746
    0.8807    26.9865    27.8672    84.2010   823.7643        747
    0.8470    26.9924    27.8394    84.1323   824.9529        748
    0.4895    26.9955    27.4850    84.0961   826.1421        749
    0.6267    26.9972    27.6240    84.0757   827.3315        750
    0.7567    26.9993    27.7560    84.0521   828.5212        751
    0.8398    26.9996    27.8394    84.0482   829.7110        752
    0.8638    26.9999    27.8637    84.0454   830.9008        753
    0.7555    27.0005    27.7560    84.0381   832.0908        754
    0.8422    27.0007    27.8428    84.0358   833.2807        755
    1.2814    27.0060    28.2875    83.9733   834.4716        756
    0.7772    27.0066    27.7838    83.9668   835.6625        757
    0.7314    27.0072    27.7386    83.9601   836.8536        758
    0.7784    27.0089    27.7873    83.9403   838.0449        759
    1.2333    27.0090    28.2423    83.9386   839.2362        760
    0.7591    27.0108    27.7699    83.9184   840.4279        761
    0.6677    27.0119    27.6796    83.9050   841.6197        762
    0.7351    27.0140    27.7490    83.8808   842.8119        763
    0.7230    27.0156    27.7386    83.8621   844.0043        764
    0.7326    27.0164    27.7490    83.8528   845.1969        765
    0.7459    27.0171    27.7629    83.8452   846.3895        766
    0.8277    27.0186    27.8463    83.8273   847.5825        767
    0.7447    27.0217    27.7664    83.7908   848.7759        768
    1.3163    27.0233    28.3396    83.7730   849.9696        769
    0.7772    27.0240    27.8011    83.7646   851.1634        770
    0.7519    27.0284    27.7803    83.7131   852.3580        771
    0.6364    27.0293    27.6657    83.7026   853.5527        772
    0.8000    27.0324    27.8324    83.6669   854.7479        773
    0.7146    27.0344    27.7490    83.6427   855.9435        774
    0.8024    27.0369    27.8394    83.6141   857.1395        775
    1.2068    27.0425    28.2493    83.5496   858.3363        776
    0.7796    27.0459    27.8255    83.5097   859.5338        777
    0.7579    27.0467    27.8046    83.5001   860.7314        778
    0.8578    27.0476    27.9054    83.4902   861.9292        779
    1.0383    27.0477    28.0860    83.4889   863.1269        780
    0.6592    27.0481    27.7074    83.4836   864.3248        781
    0.9023    27.0482    27.9505    83.4829   865.5226        782
    0.7266    27.0537    27.7803    83.4190   866.7214        783
    0.7363    27.0545    27.7907    83.4097   867.9203        784
    0.7844    27.0550    27.8394    83.4040   869.1193        785
    0.8458    27.0561    27.9019    83.3906   870.3184        786
    0.8133    27.0573    27.8706    83.3763   871.5178        787
    0.7976    27.0591    27.8567    83.3559   872.7175        788
    0.7495    27.0656    27.8150    83.2808   873.9183        789
    0.8530    27.0663    27.9193    83.2725   875.1191        790
    0.9059    27.0689    27.9748    83.2419   876.3204        791
    0.8422    27.0701    27.9123    83.2264   877.5220        792
    0.7772    27.0726    27.8498    83.1950   878.7240        793
    0.7663    27.0730    27.8394    83.1898   879.9261        794
    1.5233    27.0733    28.5967    83.1860   881.1282        795
    1.3296    27.0760    28.4056    83.1515   882.3308        796
    0.8482    27.0780    27.9262    83.1259   883.5338        797
    0.8963    27.0785    27.9748    83.1196   884.7369        798
    1.0143    27.0787    28.0930    83.1175   885.9400        799
    0.7988    27.0787    27.8776    83.1168   887.1431        800
    0.8843    27.0801    27.9644    83.0990   888.3465        801
    0.7050    27.0823    27.7873    83.0715   889.5503        802
    0.7579    27.0849    27.8428    83.0380   890.7546        803
    0.7387    27.0868    27.8255    83.0139   891.9592        804
    0.8217    27.0871    27.9088    83.0097   893.1639        805
    0.8735    27.0875    27.9609    83.0052   894.3686        806
    0.9517    27.0926    28.0443    82.9396   895.5743        807
    0.7242    27.0943    27.8185    82.9184   896.7803        808
    0.8626    27.0948    27.9575    82.9113   897.9864        809
    0.9228    27.0972    28.0200    82.8813   899.1930        810
    1.1033    27.0973    28.2006    82.8798   900.3995        811
    0.9059    27.1002    28.0061    82.8436   901.6066        812
    0.6905    27.1002    27.7907    82.8430   902.8137        813
    0.7242    27.1012    27.8255    82.8297   904.0210        814
    0.8554    27.1021    27.9575    82.8192   905.2285        815
    0.8470    27.1035    27.9505    82.8004   906.4362        816
    0.8458    27.1048    27.9505    82.7850   907.6441        817
    0.6749    27.1054    27.7803    82.7764   908.8522        818
    0.8241    27.1056    27.9297    82.7746   910.0603        819
    0.7760    27.1086    27.8845    82.7366   911.2690        820
    0.7687    27.1088    27.8776    82.7331   912.4777        821
    0.7976    27.1112    27.9088    82.7027   913.6868        822
    0.7964    27.1124    27.9088    82.6874   914.8962        823
    0.7543    27.1128    27.8672    82.6818   916.1057        824
    0.9312    27.1131    28.0443    82.6786   917.3152        825
    0.7074    27.1181    27.8255    82.6148   918.5256        826
    0.7856    27.1198    27.9054    82.5935   919.7363        827
    0.8747    27.1245    27.9992    82.5331   920.9480        828
    0.8097    27.1270    27.9366    82.5018   922.1601        829
    0.8337    27.1307    27.9644    82.4543   923.3729        830
    0.7916    27.1311    27.9227    82.4487   924.5857        831
    0.6977    27.1312    27.8289    82.4477   925.7986        832
    1.2453    27.1325    28.3778    82.4315   927.0118        833
    0.6929    27.1325    27.8255    82.4306   928.2249        834
    1.3284    27.1328    28.4612    82.4273   929.4381        835
    1.0973    27.1346    28.2319    82.4043   930.6516        836
    1.4271    27.1349    28.5619    82.4010   931.8652        837
    0.8867    27.1368    28.0235    82.3765   933.0791        838
    0.7844    27.1383    27.9227    82.3566   934.2934        839
    0.7976    27.1390    27.9366    82.3483   935.5077        840
    0.7760    27.1398    27.9158    82.3378   936.7222        841
    0.6640    27.1441    27.8081    82.2838   937.9375        842
    0.8879    27.1460    28.0339    82.2589   939.1532        843
    0.8024    27.1481    27.9505    82.2324   940.3693        844
    0.6761    27.1494    27.8255    82.2157   941.5856        845
    1.3621    27.1512    28.5133    82.1924   942.8022        846
    0.8097    27.1513    27.9609    82.1916   944.0189        847
    0.8578    27.1518    28.0096    82.1853   945.2357        848
    0.6556    27.1525    27.8081    82.1763   946.4526        849
    1.1587    27.1531    28.3118    82.1681   947.6696        850
    0.5750    27.1532    27.7282    82.1669   948.8866        851
    0.8698    27.1536    28.0235    82.1616   950.1037        852
    0.7447    27.1537    27.8984    82.1602   951.3209        853
    1.3849    27.1596    28.5446    82.0853   952.5391        854
    0.7098    27.1608    27.8706    82.0695   953.7576        855
    0.9276    27.1619    28.0895    82.0565   954.9763        856
    0.8169    27.1649    27.9818    82.0179   956.1955        857
    0.7435    27.1654    27.9088    82.0120   957.4148        858
    0.7122    27.1654    27.8776    82.0116   958.6342        859
    0.8289    27.1668    27.9957    81.9941   959.8538        860
    1.2333    27.1688    28.4021    81.9678   961.0738        861
    0.7411    27.1712    27.9123    81.9369   962.2942        862
    0.7892    27.1752    27.9644    81.8863   963.5154        863
    0.7796    27.1779    27.9575    81.8522   964.7371        864
    0.7784    27.1791    27.9575    81.8368   965.9591        865
    0.7916    27.1798    27.9714    81.8284   967.1812        866
    0.7808    27.1802    27.9609    81.8232   968.4033        867
    0.7736    27.1804    27.9540    81.8197   969.6255        868
    0.8325    27.1805    28.0131    81.8186   970.8477        869
    0.8265    27.1831    28.0096    81.7862   972.0704        870
    0.6665    27.1833    27.8498    81.7828   973.2932        871
    0.6773    27.1864    27.8637    81.7437   974.5165        872
    0.6689    27.1879    27.8567    81.7249   975.7401        873
    0.6352    27.1903    27.8255    81.6938   976.9642        874
    0.8325    27.1909    28.0235    81.6857   978.1884        875
    0.7940    27.1912    27.9853    81.6819   979.4127        876
    1.0468    27.1921    28.2389    81.6710   980.6371        877
    0.5942    27.1930    27.7873    81.6593   981.8617        878
    0.8614    27.1933    28.0547    81.6554   983.0864        879
    0.8325    27.1944    28.0269    81.6414   984.3112        880
    1.0131    27.1945    28.2076    81.6399   985.5361        881
    0.7579    27.1961    27.9540    81.6202   986.7613        882
    0.8759    27.1962    28.0721    81.6180   987.9865        883
    0.7375    27.1992    27.9366    81.5807   989.2123        884
    1.0528    27.2000    28.2527    81.5705   990.4382        885
    0.7158    27.2000    27.9158    81.5703   991.6642        886
    0.8049    27.2013    28.0061    81.5542   992.8904        887
    1.4752    27.2014    28.6766    81.5529   994.1166        888
    0.7314    27.2017    27.9332    81.5483   995.3428        889
    0.8217    27.2018    28.0235    81.5476   996.5691        890
    0.8313    27.2026    28.0339    81.5374   997.7955        891
    0.7736    27.2048    27.9783    81.5096   999.0224        892
    0.7844    27.2078    27.9922    81.4705  1000.2498        893
    0.7663    27.2085    27.9748    81.4618  1001.4774        894
    0.8181    27.2089    28.0269    81.4572  1002.7050        895
    0.9240    27.2106    28.1346    81.4345  1003.9330        896
    0.8530    27.2122    28.0652    81.4150  1005.1613        897
    0.8698    27.2127    28.0825    81.4083  1006.3897        898
    0.9529    27.2130    28.1659    81.4044  1007.6181        899
    0.7748    27.2140    27.9887    81.3957  1008.8467        900
    0.9505    27.2154    28.1659    81.3823  1010.0754        901
    1.1262    27.2169    28.3431    81.3690  1011.3044        902
    0.6953    27.2170    27.9123    81.3681  1012.5334        903
    0.7663    27.2189    27.9853    81.3503  1013.7626        904
    0.8265    27.2213    28.0478    81.3287  1014.9922        905
    1.6413    27.2229    28.8641    81.3141  1016.2220        906
    0.8446    27.2241    28.0686    81.3031  1017.4520        907
    0.8337    27.2245    28.0582    81.2993  1018.6820        908
    0.8024    27.2245    28.0269    81.2991  1019.9120        909
    0.8578    27.2247    28.0825    81.2970  1021.1421        910
    0.8434    27.2253    28.0686    81.2920  1022.3722        911
    1.2706    27.2253    28.4959    81.2917  1023.6023        912
    1.0058    27.2261    28.2319    81.2847  1024.8326        913
    0.8999    27.2278    28.1277    81.2692  1026.0631        914
    0.5593    27.2279    27.7873    81.2678  1027.2936        915
    0.8217    27.2296    28.0513    81.2526  1028.5243        916
    0.8554    27.2306    28.0860    81.2431  1029.7552        917
    1.2790    27.2308    28.5098    81.2415  1030.9861        918
    0.7820    27.2345    28.0165    81.2070  1032.2175        919
    0.8602    27.2362    28.0964    81.1917  1033.4491        920
    0.8626    27.2373    28.0999    81.1819  1034.6809        921
    0.7712    27.2384    28.0096    81.1714  1035.9129        922
    0.6460    27.2385    27.8845    81.1704  1037.1449        923
    0.8783    27.2390    28.1173    81.1661  1038.3769        924
    0.8109    27.2404    28.0513    81.1533  1039.6092        925
    0.8662    27.2441    28.1103    81.1194  1040.8419        926
    0.7471    27.2451    27.9922    81.1099  1042.0748        927
    1.0732    27.2455    28.3188    81.1063  1043.3078        928
    0.8783    27.2459    28.1242    81.1023  1044.5408        929
    0.8434    27.2461    28.0895    81.1008  1045.7738        930
    0.9156    27.2469    28.1624    81.0940  1047.0069        931
    0.7447    27.2475    27.9922    81.0878  1048.2402        932
    0.8650    27.2488    28.1138    81.0765  1049.4736        933
    0.8386    27.2509    28.0895    81.0567  1050.7073        934
    0.5521    27.2525    27.8046    81.0422  1051.9412        935
    0.8602    27.2536    28.1138    81.0323  1053.1753        936
    0.8373    27.2556    28.0930    81.0138  1054.4096        937
    1.3488    27.2617    28.6106    80.9577  1055.6449        938
    0.9180    27.2618    28.1798    80.9568  1056.8801        939
    0.7952    27.2630    28.0582    80.9460  1058.1155        940
    0.6905    27.2635    27.9540    80.9415  1059.3509        941
    0.7411    27.2685    28.0096    80.8954  1060.5871        942
    0.8650    27.2696    28.1346    80.8853  1061.8234        943
    0.7074    27.2709    27.9783    80.8730  1063.0599        944
    0.8049    27.2742    28.0791    80.8431  1064.2969        945
    0.8879    27.2745    28.1624    80.8401  1065.5339        946
    0.8458    27.2750    28.1207    80.8361  1066.7710        947
    0.9914    27.2752    28.2666    80.8336  1068.0081        948
    0.8939    27.2755    28.1694    80.8316  1069.2452        949
    0.8169    27.2761    28.0930    80.8261  1070.4824        950
    0.9228    27.2778    28.2006    80.8097  1071.7199        951
    0.7928    27.2793    28.0721    80.7965  1072.9576        952
    0.7122    27.2800    27.9922    80.7897  1074.1954        953
    0.7772    27.2810    28.0582    80.7804  1075.4333        954
    0.4944    27.2825    27.7768    80.7672  1076.6714        955
    1.3031    27.2831    28.5862    80.7612  1077.9096        956
    0.7194    27.2832    28.0026    80.7604  1079.1479        957
    0.8650    27.2835    28.1485    80.7578  1080.3861        958
    0.7940    27.2850    28.0791    80.7438  1081.6246        959
    0.7904    27.2852    28.0756    80.7425  1082.8631        960
    0.7591    27.2852    28.0443    80.7423  1084.1016        961
    0.8482    27.2865    28.1346    80.7307  1085.3403        962
    0.7712    27.2871    28.0582    80.7252  1086.5791        963
    1.2225    27.2873    28.5098    80.7226  1087.8179        964
    0.7988    27.2906    28.0895    80.6923  1089.0572        965
    0.9096    27.2911    28.2006    80.6883  1090.2965        966
    0.8241    27.2932    28.1173    80.6693  1091.5361        967
    1.0913    27.2935    28.3848    80.6664  1092.7758        968
    0.8686    27.2938    28.1624    80.6635  1094.0155        969
    0.9240    27.2940    28.2180    80.6614  1095.2553        970
    1.2790    27.2968    28.5758    80.6360  1096.4954        971
    0.9180    27.3000    28.2180    80.6062  1097.7360        972
    0.9553    27.3044    28.2597    80.5661  1098.9772        973
    0.8205    27.3072    28.1277    80.5405  1100.2189        974
    1.0347    27.3083    28.3431    80.5299  1101.4606        975
    1.2646    27.3112    28.5758    80.5035  1102.7028        976
    1.0805    27.3147    28.3952    80.4715  1103.9455        977
    0.7712    27.3148    28.0860    80.4703  1105.1882        978
    0.7387    27.3161    28.0547    80.4590  1106.4311        979
