# datafile= rawdata_47.dat DM606= 13.30 E(606-814)=0.045 compfile= 47tuc_comp.dat
#  F606-F814    F814       F606     comp     cumweight      origpos      xraw       yraw     pos
    0.6267    26.3546    26.9813    88.6461   529.7691        473       1156       1062        493
    0.5533    26.3550    26.9084    88.6447   530.8972       1463       1095       1083        494
    1.2152    26.3566    27.5719    88.6401   532.0254       1551       1645        892        495
    0.5642    26.3790    26.9431    88.5738   533.1544        590       1104       1073        496
    0.4944    26.3793    26.8736    88.5728   534.2834        549       1046       1093        497
    1.3019    26.3811    27.6830    88.5673   535.4125        604       1717        860        498
    0.5064    26.3916    26.8979    88.4675   536.5429       1025       1056       1086        499
   -0.0268    26.3967    26.3699    88.4130   537.6739         74        613       1238        500
    0.5630    26.4045    26.9674    88.3302   538.8060       1860       1103       1066        501
    0.5690    26.4054    26.9744    88.3203   539.9383        425       1108       1064        502
    1.0564    26.4113    27.4677    88.2579   541.0713       1114       1513        922        503
    0.4823    26.4122    26.8945    88.2485   542.2045       1156       1036       1087        504
    0.5726    26.4122    26.9848    88.2479   543.3377        581       1111       1061        505
    0.9565    26.4139    27.3704    88.2300   544.4711       1519       1430        950        506
    0.5064    26.4159    26.9223    88.2089   545.6047       1196       1056       1079        507
    0.5329    26.4207    26.9535    88.1581   546.7391       1211       1078       1070        508
    0.5485    26.4259    26.9744    88.1028   547.8741        587       1091       1064        509
   -0.0352    26.4260    26.3908    88.1018   549.0091        497        606       1232        510
    1.3404    26.4260    27.7664    88.1014   550.1442        592       1749        836        511
    0.6496    26.4290    27.0786    88.0696   551.2797       1541       1175       1034        512
    0.5497    26.4316    26.9813    88.0417   552.4155        437       1092       1062        513
    0.5341    26.4334    26.9674    88.0231   553.5516        944       1079       1066        514
    0.5930    26.4334    27.0265    88.0222   554.6876       1357       1128       1049        515
    0.6436    26.4350    27.0786    88.0056   555.8239        642       1170       1034        516
    0.8867    26.4385    27.3252    87.9680   556.9607        916       1372        963        517
    0.5365    26.4414    26.9778    87.9379   558.0979        563       1081       1063        518
    0.5317    26.4427    26.9744    87.9237   559.2352        395       1077       1064        519
    0.3704    26.4477    26.8180    87.8711   560.3732       1743        943       1109        520
    0.5016    26.4485    26.9501    87.8623   561.5114       1565       1052       1071        521
    0.5425    26.4492    26.9917    87.8542   562.6496        209       1086       1059        522
    0.4763    26.4494    26.9257    87.8522   563.7879       1229       1031       1078        523
    0.5630    26.4496    27.0126    87.8501   564.9262        609       1103       1053        524
    0.5593    26.4498    27.0091    87.8486   566.0645       1461       1100       1054        525
    0.5232    26.4546    26.9778    87.7972   567.2035        218       1070       1063        526
    0.4944    26.4592    26.9535    87.7486   568.3431        640       1046       1070        527
    0.4245    26.4595    26.8841    87.7452   569.4828       1800        988       1090        528
    0.5593    26.4602    27.0195    87.7378   570.6226        576       1100       1051        529
    0.5630    26.4670    27.0300    87.6654   571.7633        138       1103       1048        530
    0.5100    26.4713    26.9813    87.6195   572.9046        655       1059       1062        531
    0.5377    26.4749    27.0126    87.5814   574.0464        525       1082       1053        532
    0.5305    26.4752    27.0056    87.5785   575.1882        975       1076       1055        533
    0.4919    26.4755    26.9674    87.5753   576.3301        527       1044       1066        534
    0.4233    26.4816    26.9049    87.5108   577.4728        237        987       1084        535
    0.5906    26.4845    27.0751    87.4796   578.6159        429       1126       1035        536
    0.5617    26.4890    27.0508    87.4311   579.7597        512       1102       1042        537
    0.6171    26.4962    27.1133    87.3548   580.9044        493       1148       1024        538
    0.7892    26.4978    27.2870    87.3379   582.0494       1863       1291        974        539
    0.5798    26.4988    27.0786    87.3275   583.1945        960       1117       1034        540
    0.5293    26.5007    27.0300    87.3072   584.3399       1191       1075       1048        541
    0.4907    26.5045    26.9952    87.2671   585.4858       1526       1043       1058        542
    0.4895    26.5057    26.9952    87.2543   586.6319       1011       1042       1058        543
    0.5184    26.5081    27.0265    87.2290   587.7783        846       1066       1049        544
    0.6051    26.5117    27.1168    87.1900   588.9252       1055       1138       1023        545
    0.5244    26.5125    27.0369    87.1821   590.0722       1509       1071       1046        546
    0.6352    26.5164    27.1515    87.1405   591.2198         59       1163       1013        547
    0.5918    26.5180    27.1099    87.1231   592.3676        515       1127       1025        548
    0.5473    26.5243    27.0716    87.0608   593.5162        577       1090       1036        549
    0.5714    26.5246    27.0960    87.0604   594.6649       1124       1110       1029        550
    0.4763    26.5259    27.0022    87.0583   595.8135       1111       1031       1056        551
    0.5293    26.5320    27.0612    87.0487   596.9623       1022       1075       1039        552
    0.6773    26.5368    27.2141    87.0410   598.1112         82       1198        995        553
    0.5894    26.5378    27.1272    87.0394   599.2601        597       1125       1020        554
    0.5654    26.5410    27.1064    87.0343   600.4091        971       1105       1026        555
    0.5786    26.5417    27.1203    87.0332   601.5580        152       1116       1022        556
    0.5329    26.5423    27.0751    87.0323   602.7070       1683       1078       1035        557
    0.7447    26.5458    27.2905    87.0267   603.8561       1749       1254        973        558
    0.4354    26.5459    26.9813    87.0264   605.0052        528        997       1062        559
    0.5533    26.5496    27.1029    87.0207   606.1543        813       1095       1027        560
    0.4763    26.5502    27.0265    87.0197   607.3035       1705       1031       1049        561
    0.5870    26.5506    27.1376    87.0190   608.4527        852       1123       1017        562
    1.1021    26.5531    27.6552    87.0150   609.6019        740       1551        868        563
    1.2778    26.5581    27.8359    87.0072   610.7512        626       1697        816        564
    0.5954    26.5596    27.1550    87.0048   611.9006        538       1130       1012        565
    0.5389    26.5605    27.0994    87.0032   613.0500       1553       1083       1028        566
    0.5076    26.5606    27.0682    87.0032   614.1994        736       1057       1037        567
    0.4835    26.5638    27.0473    86.9981   615.3488       1287       1037       1043        568
    0.5630    26.5643    27.1272    86.9973   616.4983       1078       1103       1020        569
    0.6460    26.5646    27.2106    86.9968   617.6477        521       1172        996        570
    0.5774    26.5672    27.1446    86.9927   618.7973       1644       1115       1015        571
    0.7820    26.5676    27.3495    86.9921   619.9468        778       1285        956        572
    0.5521    26.5682    27.1203    86.9912   621.0963       1677       1094       1022        573
    0.5088    26.5698    27.0786    86.9885   622.2459       1038       1058       1034        574
    0.6087    26.5706    27.1793    86.9872   623.3955        274       1141       1005        575
    0.5485    26.5787    27.1272    86.9744   624.5453       1041       1091       1020        576
    0.6424    26.5856    27.2280    86.9635   625.6952        503       1169        991        577
    0.6231    26.5944    27.2175    86.9494   626.8453        183       1153        994        578
    0.5485    26.5961    27.1446    86.9468   627.9954       1457       1091       1015        579
    1.4042    26.5984    28.0026    86.9430   629.1456        411       1802        768        580
    0.6303    26.6011    27.2314    86.9388   630.2958       1762       1159        990        581
    0.5678    26.6011    27.1689    86.9387   631.4461       1414       1107       1008        582
    0.5497    26.6018    27.1515    86.9377   632.5963        792       1092       1013        583
    0.6568    26.6024    27.2592    86.9367   633.7466         96       1181        982        584
    0.4679    26.6072    27.0751    86.9291   634.8969        600       1024       1035        585
    0.5593    26.6130    27.1724    86.9198   636.0474       1475       1100       1007        586
    0.4619    26.6237    27.0855    86.9029   637.1981       1634       1019       1032        587
    0.7856    26.6334    27.4190    86.8875   638.3490        509       1288        936        588
    0.5100    26.6346    27.1446    86.8856   639.5000       1437       1059       1015        589
    0.6183    26.6374    27.2558    86.8811   640.6510        146       1149        983        590
    1.3188    26.6387    27.9575    86.8790   641.8020       1665       1731        781        591
    0.6749    26.6399    27.3148    86.8771   642.9531        534       1196        966        592
    1.1117    26.6408    27.7525    86.8758   644.1041       1072       1559        840        593
    0.5365    26.6429    27.1793    86.8725   645.2552       1363       1081       1005        594
    0.5293    26.6431    27.1724    86.8720   646.4064       1487       1075       1007        595
    1.0010    26.6438    27.6448    86.8710   647.5575       1855       1467        871        596
    0.4294    26.6458    27.0751    86.8679   648.7087        731        992       1035        597
    0.6364    26.6507    27.2870    86.8601   649.8599       1770       1164        974        598
    0.7122    26.6547    27.3669    86.8536   651.0113        625       1227        951        599
    0.6977    26.6622    27.3600    86.8354   652.1629       1336       1215        953        600
    0.4751    26.6625    27.1376    86.8341   653.3145        633       1030       1017        601
    0.5942    26.6650    27.2592    86.8245   654.4663       1758       1129        982        602
    0.6665    26.6657    27.3322    86.8216   655.6181        573       1189        961        603
    0.6845    26.6720    27.3565    86.7969   656.7702       1538       1204        954        604
    0.7050    26.6724    27.3773    86.7954   657.9223        516       1221        948        605
    0.5858    26.6769    27.2627    86.7776   659.0747        857       1122        981        606
    0.5858    26.6769    27.2627    86.7776   660.2270       1264       1122        981        607
    0.6436    26.6782    27.3218    86.7726   661.3795       1585       1170        964        608
    0.7050    26.6793    27.3843    86.7680   662.5320       1712       1221        946        609
    0.6412    26.6841    27.3252    86.7494   663.6847        421       1168        963        610
    0.7158    26.6859    27.4017    86.7423   664.8376        159       1230        941        611
    0.6352    26.6866    27.3218    86.7394   665.9904        258       1163        964        612
    0.5738    26.6889    27.2627    86.7303   667.1434       1016       1112        981        613
    0.5617    26.6905    27.2523    86.7239   668.2965       1026       1102        984        614
    0.6749    26.6920    27.3669    86.7180   669.4497        884       1196        951        615
    0.5774    26.6923    27.2696    86.7171   670.6029        881       1115        979        616
    0.3078    26.6944    27.0022    86.7088   671.7562       1810        891       1056        617
    0.2103    26.6946    26.9049    86.7080   672.9095       1234        810       1084        618
    0.4546    26.6969    27.1515    86.6988   674.0629       1285       1013       1013        619
    0.5581    26.6976    27.2558    86.6960   675.2163       1850       1099        983        620
    0.6472    26.7058    27.3530    86.6637   676.3702       1602       1173        955        621
    1.2477    26.7063    27.9540    86.6620   677.5241       1086       1672        782        622
    0.6628    26.7075    27.3704    86.6569   678.6781        779       1186        950        623
    0.8674    26.7079    27.5753    86.6555   679.8321       1213       1356        891        624
    0.4173    26.7099    27.1272    86.6477   680.9862        889        982       1020        625
    0.5557    26.7139    27.2696    86.6318   682.1405       1001       1097        979        626
    0.8831    26.7166    27.5997    86.6213   683.2950        651       1369        884        627
    0.6640    26.7168    27.3808    86.6206   684.4494       1796       1187        947        628
    0.6833    26.7288    27.4121    86.5733   685.6045       1742       1203        938        629
    0.6436    26.7303    27.3739    86.5674   686.7597        678       1170        949        630
    0.5569    26.7440    27.3009    86.5134   687.9156       1268       1098        970        631
    0.5786    26.7466    27.3252    86.5030   689.0716       1460       1116        963        632
    0.6652    26.7468    27.4121    86.5022   690.2276        265       1188        938        633
    0.6580    26.7471    27.4051    86.5011   691.3837        536       1182        940        634
    0.4847    26.7502    27.2349    86.4890   692.5399        882       1038        989        635
    0.5100    26.7527    27.2627    86.4791   693.6963        632       1059        981        636
    0.7387    26.7533    27.4920    86.4767   694.8526        129       1249        915        637
    0.5798    26.7559    27.3357    86.4667   696.0092        488       1117        960        638
    0.8674    26.7565    27.6240    86.4639   697.1657       1110       1356        877        639
    0.6508    26.7578    27.4086    86.4590   698.3223        872       1176        939        640
    0.6749    26.7615    27.4364    86.4444   699.4791        687       1196        931        641
    0.7182    26.7634    27.4816    86.4371   700.6360       1076       1232        918        642
    0.8783    26.7666    27.6448    86.4245   701.7931        795       1365        871        643
    0.8217    26.7675    27.5892    86.4206   702.9503        613       1318        887        644
    1.3669    26.7677    28.1346    86.4198   704.1074       1020       1771        730        645
    0.5906    26.7693    27.3600    86.4136   705.2646         29       1126        953        646
    0.6075    26.7768    27.3843    86.3842   706.4222        337       1140        946        647
    0.6725    26.7813    27.4538    86.3665   707.5801        542       1194        926        648
    0.7964    26.7824    27.5788    86.3622   708.7380       1481       1297        890        649
    0.7675    26.7870    27.5545    86.3442   709.8962        618       1273        897        650
    0.6773    26.7938    27.4711    86.3170   711.0547        284       1198        921        651
    0.7038    26.7952    27.4989    86.3119   712.2133        424       1220        913        652
    0.6039    26.7978    27.4017    86.3015   713.3720       1544       1137        941        653
    0.7086    26.8008    27.5093    86.2710   714.5311        575       1224        910        654
    0.7615    26.8034    27.5649    86.2422   715.6907        980       1268        894        655
    0.6845    26.8144    27.4989    86.1213   716.8518        434       1204        913        656
    0.6267    26.8166    27.4433    86.0973   718.0133       1077       1156        929        657
    0.7254    26.8187    27.5441    86.0748   719.1751        505       1238        900        658
    0.6869    26.8190    27.5059    86.0715   720.3369        580       1206        911        659
    0.7146    26.8191    27.5337    86.0703   721.4987       1374       1229        903        660
    0.6881    26.8212    27.5093    86.0466   722.6609        543       1207        910        661
    0.4125    26.8224    27.2349    86.0338   723.8232        847        978        989        662
    0.7387    26.8228    27.5615    86.0295   724.9856        753       1249        895        663
    0.7868    26.8233    27.6101    86.0241   726.1481        586       1289        881        664
    0.7760    26.8272    27.6031    85.9815   727.3111        662       1280        883        665
    0.8903    26.8275    27.7178    85.9782   728.4742       1069       1375        850        666
    0.5148    26.8347    27.3495    85.8985   729.6384       1288       1063        956        667
    0.6520    26.8365    27.4885    85.8793   730.8028       1482       1177        916        668
    0.7627    26.8369    27.5997    85.8744   731.9673        774       1269        884        669
    0.5341    26.8398    27.3739    85.8430   733.1322       1769       1079        949        670
    1.4921    26.8406    28.3326    85.8343   734.2973       1648       1875        673        671
    0.5894    26.8435    27.4329    85.8025   735.4627        979       1125        932        672
    0.6857    26.8445    27.5302    85.7917   736.6283        110       1205        904        673
    1.1045    26.8460    27.9505    85.7750   737.7942        733       1553        783        674
    1.4704    26.8484    28.3188    85.7491   738.9604        611       1857        677        675
    0.5834    26.8530    27.4364    85.6984   740.1273       1361       1120        931        676
    0.7531    26.8535    27.6066    85.6927   741.2942        784       1261        882        677
    0.7856    26.8558    27.6414    85.6681   742.4615        564       1288        872        678
    0.7230    26.8558    27.5788    85.6675   743.6288         50       1236        890        679
    0.6857    26.8584    27.5441    85.6393   744.7965        288       1205        900        680
    0.5256    26.8586    27.3843    85.6363   745.9642        814       1072        946        681
    0.7098    26.8621    27.5719    85.5985   747.1325        455       1225        892        682
    0.6568    26.8629    27.5198    85.5892   748.3008        920       1181        907        683
    0.7206    26.8652    27.5858    85.5649   749.4696       1144       1234        888        684
    1.3753    26.8670    28.2423    85.5446   750.6385       1329       1778        699        685
    0.6592    26.8675    27.5267    85.5394   751.8076       1182       1183        905        686
    0.6412    26.8682    27.5093    85.5319   752.9767       1163       1168        910        687
    0.8024    26.8702    27.6726    85.5100   754.1462        495       1302        863        688
    0.6075    26.8706    27.4781    85.5052   755.3157       1205       1140        919        689
    0.7772    26.8711    27.6483    85.4995   756.4853        517       1281        870        690
    0.6556    26.8746    27.5302    85.4617   757.6554        713       1180        904        691
    0.7134    26.8759    27.5892    85.4476   758.8257        583       1228        887        692
    0.7700    26.8818    27.6518    85.3822   759.9969       1520       1275        869        693
    0.7194    26.8837    27.6031    85.3612   761.1684       1567       1233        883        694
    0.6785    26.8934    27.5719    85.2554   762.3414        950       1199        892        695
    0.7639    26.8948    27.6587    85.2401   763.5145        537       1270        867        696
    0.7266    26.8974    27.6240    85.2119   764.6881        396       1239        877        697
    0.6568    26.8977    27.5545    85.2083   765.8617       1473       1181        897        698
    1.0179    26.8979    27.9158    85.2058   767.0353       1096       1481        793        699
    0.7952    26.9017    27.6969    85.1642   768.2095        530       1296        856        700
    0.7170    26.9070    27.6240    85.1063   769.3845        840       1231        877        701
    0.7038    26.9098    27.6136    85.0754   770.5599        551       1220        880        702
    0.8807    26.9101    27.7907    85.0726   771.7354       1862       1367        829        703
    0.5870    26.9119    27.4989    85.0523   772.9111       1240       1123        913        704
    1.4343    26.9123    28.3465    85.0485   774.0869       1436       1827        669        705
    1.1178    26.9127    28.0304    85.0441   775.2628        880       1564        760        706
    0.5557    26.9189    27.4746    84.9759   776.4396        557       1097        920        707
    0.7483    26.9209    27.6691    84.9542   777.6167        634       1257        864        708
    0.8698    26.9278    27.7977    84.8777   778.7949       1199       1358        827        709
    0.7820    26.9323    27.7143    84.8285   779.9737         68       1285        851        710
    0.8963    26.9326    27.8289    84.8252   781.1526       1337       1380        818        711
    0.7363    26.9329    27.6691    84.8222   782.3316        161       1247        864        712
    0.7338    26.9388    27.6726    84.7562   783.5114        272       1245        863        713
    0.6677    26.9390    27.6066    84.7540   784.6913        782       1190        882        714
    0.7230    26.9392    27.6622    84.7514   785.8712        330       1236        866        715
    0.7784    26.9394    27.7178    84.7488   787.0512        555       1282        850        716
    0.7724    26.9419    27.7143    84.7192   788.2315       1704       1277        851        717
    1.2634    26.9442    28.2076    84.6930   789.4123        608       1685        709        718
    0.4775    26.9450    27.4225    84.6837   790.5931       1066       1032        935        719
    0.7820    26.9462    27.7282    84.6696   791.7742        560       1285        847        720
    0.8578    26.9503    27.8081    84.6221   792.9559       1030       1348        824        721
    0.7423    26.9512    27.6935    84.6117   794.1378        358       1252        857        722
    0.6364    26.9529    27.5892    84.5920   795.3200       1672       1164        887        723
    0.7784    26.9533    27.7317    84.5871   796.5022        389       1282        846        724
    0.6111    26.9538    27.5649    84.5808   797.6845        959       1143        894        725
    1.3789    26.9572    28.3361    84.5417   798.8673       1432       1781        672        726
    0.7242    26.9588    27.6830    84.5229   800.0504       1088       1237        860        727
    0.8458    26.9588    27.8046    84.5225   801.2335        370       1338        825        728
    0.9950    26.9590    27.9540    84.5209   802.4167        858       1462        782        729
    0.7627    26.9620    27.7247    84.4859   803.6003        652       1269        848        730
    0.7254    26.9680    27.6935    84.4156   804.7849        553       1238        857        731
    1.0889    26.9693    28.0582    84.4005   805.9698       1842       1540        752        732
    0.8626    26.9698    27.8324    84.3952   807.1547       1722       1352        817        733
    0.7700    26.9721    27.7421    84.3678   808.3399        199       1275        843        734
    0.8386    26.9730    27.8116    84.3576   809.5254       1161       1332        823        735
    0.6677    26.9737    27.6414    84.3497   810.7109        698       1190        872        736
    0.7531    26.9751    27.7282    84.3335   811.8967        943       1261        847        737
    0.7772    26.9753    27.7525    84.3306   813.0825        254       1281        840        738
    0.7712    26.9779    27.7490    84.3010   814.2687        293       1276        841        739
    0.6941    26.9785    27.6726    84.2940   815.4550        709       1212        863        740
    0.6893    26.9798    27.6691    84.2784   816.6416       1226       1208        864        741
    0.6881    26.9810    27.6691    84.2644   817.8283        744       1207        864        742
    0.7603    26.9818    27.7421    84.2558   819.0152       1039       1267        843        743
    0.6905    26.9821    27.6726    84.2520   820.2021        715       1209        863        744
    0.7928    26.9840    27.7768    84.2297   821.3893        559       1294        833        745
    0.9240    26.9848    27.9088    84.2201   822.5767        585       1403        795        746
    0.8807    26.9865    27.8672    84.2010   823.7643        569       1367        807        747
    0.8470    26.9924    27.8394    84.1323   824.9529        562       1339        815        748
    0.4895    26.9955    27.4850    84.0961   826.1421       1108       1042        917        749
    0.6267    26.9972    27.6240    84.0757   827.3315        228       1156        877        750
    0.7567    26.9993    27.7560    84.0521   828.5212         52       1264        839        751
    0.8398    26.9996    27.8394    84.0482   829.7110        494       1333        815        752
    0.8638    26.9999    27.8637    84.0454   830.9008       1797       1353        808        753
    0.7555    27.0005    27.7560    84.0381   832.0908       1545       1263        839        754
    0.8422    27.0007    27.8428    84.0358   833.2807       1829       1335        814        755
    1.2814    27.0060    28.2875    83.9733   834.4716       1070       1700        686        756
    0.7772    27.0066    27.7838    83.9668   835.6625       1244       1281        831        757
    0.7314    27.0072    27.7386    83.9601   836.8536       1015       1243        844        758
    0.7784    27.0089    27.7873    83.9403   838.0449        297       1282        830        759
    1.2333    27.0090    28.2423    83.9386   839.2362       1741       1660        699        760
    0.7591    27.0108    27.7699    83.9184   840.4279       1764       1266        835        761
    0.6677    27.0119    27.6796    83.9050   841.6197       1763       1190        861        762
    0.7351    27.0140    27.7490    83.8808   842.8119        242       1246        841        763
    0.7230    27.0156    27.7386    83.8621   844.0043        474       1236        844        764
    0.7326    27.0164    27.7490    83.8528   845.1969        922       1244        841        765
    0.7459    27.0171    27.7629    83.8452   846.3895       1760       1255        837        766
    0.8277    27.0186    27.8463    83.8273   847.5825       1633       1323        813        767
    0.7447    27.0217    27.7664    83.7908   848.7759       1804       1254        836        768
    1.3163    27.0233    28.3396    83.7730   849.9696       1732       1729        671        769
    0.7772    27.0240    27.8011    83.7646   851.1634        589       1281        826        770
    0.7519    27.0284    27.7803    83.7131   852.3580        352       1260        832        771
    0.6364    27.0293    27.6657    83.7026   853.5527       1056       1164        865        772
    0.8000    27.0324    27.8324    83.6669   854.7479        463       1300        817        773
    0.7146    27.0344    27.7490    83.6427   855.9435       1331       1229        841        774
    0.8024    27.0369    27.8394    83.6141   857.1395        539       1302        815        775
    1.2068    27.0425    28.2493    83.5496   858.3363       1118       1638        697        776
    0.7796    27.0459    27.8255    83.5097   859.5338       1342       1283        819        777
    0.7579    27.0467    27.8046    83.5001   860.7314        544       1265        825        778
    0.8578    27.0476    27.9054    83.4902   861.9292        849       1348        796        779
    1.0383    27.0477    28.0860    83.4889   863.1269        946       1498        744        780
    0.6592    27.0481    27.7074    83.4836   864.3248       1292       1183        853        781
    0.9023    27.0482    27.9505    83.4829   865.5226        111       1385        783        782
    0.7266    27.0537    27.7803    83.4190   866.7214       1037       1239        832        783
    0.7363    27.0545    27.7907    83.4097   867.9203        565       1247        829        784
    0.7844    27.0550    27.8394    83.4040   869.1193        584       1287        815        785
    0.8458    27.0561    27.9019    83.3906   870.3184          2       1338        797        786
    0.8133    27.0573    27.8706    83.3763   871.5178        394       1311        806        787
    0.7976    27.0591    27.8567    83.3559   872.7175        277       1298        810        788
    0.7495    27.0656    27.8150    83.2808   873.9183        397       1258        822        789
    0.8530    27.0663    27.9193    83.2725   875.1191        406       1344        792        790
    0.9059    27.0689    27.9748    83.2419   876.3204       1299       1388        776        791
    0.8422    27.0701    27.9123    83.2264   877.5220        410       1335        794        792
    0.7772    27.0726    27.8498    83.1950   878.7240       1249       1281        812        793
    0.7663    27.0730    27.8394    83.1898   879.9261       1248       1272        815        794
    1.5233    27.0733    28.5967    83.1860   881.1282        594       1901        597        795
    1.3296    27.0760    28.4056    83.1515   882.3308       1873       1740        652        796
    0.8482    27.0780    27.9262    83.1259   883.5338        710       1340        790        797
    0.8963    27.0785    27.9748    83.1196   884.7369        672       1380        776        798
    1.0143    27.0787    28.0930    83.1175   885.9400       1569       1478        742        799
    0.7988    27.0787    27.8776    83.1168   887.1431        167       1299        804        800
    0.8843    27.0801    27.9644    83.0990   888.3465        717       1370        779        801
    0.7050    27.0823    27.7873    83.0715   889.5503        928       1221        830        802
    0.7579    27.0849    27.8428    83.0380   890.7546        712       1265        814        803
    0.7387    27.0868    27.8255    83.0139   891.9592       1319       1249        819        804
    0.8217    27.0871    27.9088    83.0097   893.1639        448       1318        795        805
    0.8735    27.0875    27.9609    83.0052   894.3686          5       1361        780        806
    0.9517    27.0926    28.0443    82.9396   895.5743       1221       1426        756        807
    0.7242    27.0943    27.8185    82.9184   896.7803        393       1237        821        808
    0.8626    27.0948    27.9575    82.9113   897.9864       1338       1352        781        809
    0.9228    27.0972    28.0200    82.8813   899.1930        117       1402        763        810
    1.1033    27.0973    28.2006    82.8798   900.3995       1546       1552        711        811
    0.9059    27.1002    28.0061    82.8436   901.6066        314       1388        767        812
    0.6905    27.1002    27.7907    82.8430   902.8137       1402       1209        829        813
    0.7242    27.1012    27.8255    82.8297   904.0210       1141       1237        819        814
    0.8554    27.1021    27.9575    82.8192   905.2285       1149       1346        781        815
    0.8470    27.1035    27.9505    82.8004   906.4362        462       1339        783        816
    0.8458    27.1048    27.9505    82.7850   907.6441        260       1338        783        817
    0.6749    27.1054    27.7803    82.7764   908.8522        725       1196        832        818
    0.8241    27.1056    27.9297    82.7746   910.0603        217       1320        789        819
    0.7760    27.1086    27.8845    82.7366   911.2690       1121       1280        802        820
    0.7687    27.1088    27.8776    82.7331   912.4777         63       1274        804        821
    0.7976    27.1112    27.9088    82.7027   913.6868        684       1298        795        822
    0.7964    27.1124    27.9088    82.6874   914.8962       1596       1297        795        823
    0.7543    27.1128    27.8672    82.6818   916.1057       1000       1262        807        824
    0.9312    27.1131    28.0443    82.6786   917.3152       1084       1409        756        825
    0.7074    27.1181    27.8255    82.6148   918.5256        561       1223        819        826
    0.7856    27.1198    27.9054    82.5935   919.7363       1397       1288        796        827
    0.8747    27.1245    27.9992    82.5331   920.9480       1654       1362        769        828
    0.8097    27.1270    27.9366    82.5018   922.1601        207       1308        787        829
    0.8337    27.1307    27.9644    82.4543   923.3729       1837       1328        779        830
    0.7916    27.1311    27.9227    82.4487   924.5857       1600       1293        791        831
    0.6977    27.1312    27.8289    82.4477   925.7986       1759       1215        818        832
    1.2453    27.1325    28.3778    82.4315   927.0118       1809       1670        660        833
    0.6929    27.1325    27.8255    82.4306   928.2249        981       1211        819        834
    1.3284    27.1328    28.4612    82.4273   929.4381        870       1739        636        835
    1.0973    27.1346    28.2319    82.4043   930.6516        755       1547        702        836
    1.4271    27.1349    28.5619    82.4010   931.8652        962       1821        607        837
    0.8867    27.1368    28.0235    82.3765   933.0791        708       1372        762        838
    0.7844    27.1383    27.9227    82.3566   934.2934       1082       1287        791        839
    0.7976    27.1390    27.9366    82.3483   935.5077       1646       1298        787        840
    0.7760    27.1398    27.9158    82.3378   936.7222       1540       1280        793        841
    0.6640    27.1441    27.8081    82.2838   937.9375        966       1187        824        842
    0.8879    27.1460    28.0339    82.2589   939.1532        471       1373        759        843
    0.8024    27.1481    27.9505    82.2324   940.3693       1411       1302        783        844
    0.6761    27.1494    27.8255    82.2157   941.5856       1034       1197        819        845
    1.3621    27.1512    28.5133    82.1924   942.8022       1262       1767        621        846
    0.8097    27.1513    27.9609    82.1916   944.0189       1168       1308        780        847
    0.8578    27.1518    28.0096    82.1853   945.2357        399       1348        766        848
    0.6556    27.1525    27.8081    82.1763   946.4526        683       1180        824        849
    1.1587    27.1531    28.3118    82.1681   947.6696        963       1598        679        850
    0.5750    27.1532    27.7282    82.1669   948.8866       1403       1113        847        851
    0.8698    27.1536    28.0235    82.1616   950.1037         77       1358        762        852
    0.7447    27.1537    27.8984    82.1602   951.3209       1043       1254        798        853
    1.3849    27.1596    28.5446    82.0853   952.5391       1198       1786        612        854
    0.7098    27.1608    27.8706    82.0695   953.7576        819       1225        806        855
    0.9276    27.1619    28.0895    82.0565   954.9763        873       1406        743        856
    0.8169    27.1649    27.9818    82.0179   956.1955         41       1314        774        857
    0.7435    27.1654    27.9088    82.0120   957.4148       1341       1253        795        858
    0.7122    27.1654    27.8776    82.0116   958.6342         24       1227        804        859
    0.8289    27.1668    27.9957    81.9941   959.8538        255       1324        770        860
    1.2333    27.1688    28.4021    81.9678   961.0738       1377       1660        653        861
    0.7411    27.1712    27.9123    81.9369   962.2942        680       1251        794        862
    0.7892    27.1752    27.9644    81.8863   963.5154        627       1291        779        863
    0.7796    27.1779    27.9575    81.8522   964.7371        976       1283        781        864
    0.7784    27.1791    27.9575    81.8368   965.9591         16       1282        781        865
    0.7916    27.1798    27.9714    81.8284   967.1812        310       1293        777        866
    0.7808    27.1802    27.9609    81.8232   968.4033       1444       1284        780        867
    0.7736    27.1804    27.9540    81.8197   969.6255        283       1278        782        868
    0.8325    27.1805    28.0131    81.8186   970.8477        929       1327        765        869
    0.8265    27.1831    28.0096    81.7862   972.0704       1707       1322        766        870
    0.6665    27.1833    27.8498    81.7828   973.2932       1576       1189        812        871
    0.6773    27.1864    27.8637    81.7437   974.5165         61       1198        808        872
    0.6689    27.1879    27.8567    81.7249   975.7401       1787       1191        810        873
    0.6352    27.1903    27.8255    81.6938   976.9642       1033       1163        819        874
    0.8325    27.1909    28.0235    81.6857   978.1884       1663       1327        762        875
    0.7940    27.1912    27.9853    81.6819   979.4127        313       1295        773        876
    1.0468    27.1921    28.2389    81.6710   980.6371       1151       1505        700        877
    0.5942    27.1930    27.7873    81.6593   981.8617        787       1129        830        878
    0.8614    27.1933    28.0547    81.6554   983.0864        422       1351        753        879
    0.8325    27.1944    28.0269    81.6414   984.3112        984       1327        761        880
    1.0131    27.1945    28.2076    81.6399   985.5361        877       1477        709        881
    0.7579    27.1961    27.9540    81.6202   986.7613       1647       1265        782        882
